open	close	type	description	rev
06/08/10	06/08/10	done	file dialog doesn't show combo box, due to multithreaded COM init; show file dialog from worker thread	2.0.00.04
06/20/10	06/20/10	done	on exiting full screen, UI not fully repainted; add no copy bits flag in SetExclusive and FullScreenMain	2.0.01.00
06/20/10	06/20/10	done	can't run, gives application failed to initialize properly 0xc0150002; non-static version of BmpToAvi.dll	2.0.01.00
06/20/10	06/20/10	done	render blits were using flip wait flag; may fix full screen frame rate exceeding monitor refresh, TBD	2.0.02.00
06/22/10	06/24/10	done	end of recording sometimes stalls engine; ignore stall while stopping record thread	2.0.03.00
06/23/10	06/24/10	done	starting job queue while paused cases jobs to fail with no error message	2.0.03.00
06/23/10	08/28/10	done	changing frame rate in options can cause incorrect recording frame count if duration is in time (V1)	2.0.04.00
08/28/10	08/28/10	done	single step doesn't update slider positions for automated parameters	2.0.04.00
08/28/10	08/29/10	done	views maintain dirty flags but never read them; remove them	2.0.04.00
09/11/10	09/12/10	done	worker thread's stop event is unnecessary; remove it	2.0.04.00
04/16/10	09/15/10	done	load balancing via plugin helpers	2.0.05.00
04/19/10	09/18/10	done	make history zoom persistent	2.0.05.00
03/04/11	03/04/11	done	convert CRingBuf to unsigned; also optimize PushOver method	2.0.05.00
03/30/11	03/31/11	done	ganged plugin crashes if frame properties are changed; recreate helpers in plugin SetFrameProps	2.0.05.00
03/30/11	04/03/11	done	ganged plugin creates one more freeframe than needed; first helper should use plugin's freeframe	2.0.05.01
03/30/11	04/16/11	done	in history view, make renderer's name consistent with other views	2.0.05.02
04/28/11	04/29/11	done	file browser list control has extra border in XP and up; remove border from default list style	2.0.05.03
04/28/11	04/29/11	done	in file browser, editing keys (Del, Ins, Esc, Ctrl+Z) behave unexpectedly during label edit	2.0.05.03
04/29/11	04/29/11	done	Esc doesn't cancel drag for plugins or metaparameters (V2)	2.0.05.03
04/29/11	04/29/11	done	Esc doesn't cancel drag if dialog row control has focus	2.0.05.03
05/24/10	05/02/11	done	if job file can't be read, invalid jobs can result; purge corrupt job data and optionally delete job file	2.1.00.00
05/03/11	05/03/11	done	resize queues instead of recreating them; more efficient	2.1.00.01
04/19/10	05/04/11	done	convert options dialog to a property sheet	2.1.00.02
05/05/11	05/05/11	done	update MIDI device is slow if CPU is saturated; show wait cursor and update frame to erase options dialog	2.1.00.02
04/19/10	05/07/11	done	bring back sync oscillators (lost in V2)	2.1.00.03
05/09/11	05/09/11	done	each graph update leaks two handles; close process information handles	2.1.00.03
05/09/11	05/10/11	done	AllocFrames shrink leaks frames if deleted frames were assigned to DirectDraw surfaces	2.1.00.04
05/11/11	05/11/11	done	drop files leaks drop info heap memory; OnDropFiles must call DragFinish 	2.1.00.04
05/05/11	05/12/11	done	left-clicking parameter slider thumb adds undo event even if value is unchanged (V1)	2.1.00.05
05/11/11	05/12/11	done	if row dialog is deleted while one of its controls has focus, opening recent file causes file menu to stick (V2)	2.1.00.05
05/11/11	05/12/11	done	if MIDI setup row control has focus, selecting menu via Alt hangs app; remove control style from MIDI setup	2.1.00.05
05/11/11	05/12/11	done	if metaparameter is added while Metaparams bar is hidden, it doesn't appear in MIDI Setup's Metaparam page	2.1.00.05
05/14/11	05/14/11	done	in MIDI and metaparameter views, header columns don't line up with controls; row item coord conversion	2.1.00.06
05/16/11	05/16/11	done	history view's scroll bars should show scroll bar context menus, not view's context menu	2.1.00.06
05/17/11	05/17/11	done	process copy can set output frame's reference count directly without using interlocked add	2.1.00.06
05/19/11	05/19/11	done	history disappears when paused; bug in optimized PushOver	2.1.00.06
05/26/11	05/30/11	done	previous version broke parameter editing via slider; remove FFPlugsRow legacy thumbtrack case	2.1.01.00
05/31/11	06/01/11	done	ganging a plugin causes strobing if it has parameters that are currently zero but have non-zero defaults	2.1.02.00
06/28/11	06/29/11	done	reading V2 thumbnail database crashes V1; LastWrite CTime is 64-bit in .NET, bump archive version	2.2.00.02
06/30/11	06/30/11	done	parameter slider context menu lacks mnemonics	2.2.00.02
04/25/11	07/19/11	done	file browser context menus triggered via Shift+F10 are incorrectly positioned	2.2.00.02
07/18/11	07/19/11	done	if engine does a stop/run while paused, views are restarted, making modulated parameters impossible to edit	2.2.00.02
07/18/11	07/19/11	done	if plugin has no parameters, selecting it in Metaparameter Properties dialog's Type combo crashes app	2.2.00.02
07/19/11	07/19/11	done	file browser context menu popups should use radios instead of checks	2.2.00.02
07/19/11	07/19/11	done	add delete to file browser context menu	2.2.00.02
04/25/11	11/11/11	done	context menus triggered via Shift+F10 are incorrectly positioned (view, slider, metaparameter, job control)	2.2.00.02
07/14/11	11/18/11	done	load balancing should be a dockable bar instead of a modal dialog (jm)	2.2.01.00
11/18/11	11/21/11	done	playlist for automatically opening a list of projects in sequential or random order	2.2.01.01
11/20/11	11/22/11	done	playlist shows wait cursor while opening project in single-monitor exclusive	2.2.01.01
11/19/11	11/23/11	done	open playlist from command line	2.2.01.01
11/18/11	11/24/11	done	each plugin should remember its scroll position in parameter and MIDI setup row views	2.2.01.02
11/19/11	11/24/11	done	command line option to go full screen	2.2.01.02
11/20/11	11/24/11	done	ending parameter numeric edit by selecting a different plugin in patch view causes loss of edit	2.2.01.02
11/30/11	11/25/11	done	add transport buttons, edit control, and missing files check to playlist dialog	2.2.01.03
11/24/11	11/30/11	done	closing document while numeric edit in progress causes loss of edit; take focus in SaveModified	2.2.01.03
11/30/11	11/30/11	done	use toggle window for tool dialogs including job control and playlist	2.2.01.03
04/24/10	12/01/11	done	add option to limit frame memory useage	2.2.01.04
05/26/10	12/01/11	done	running engine while loading project uses lots more memory; make it optional	2.2.01.04
12/01/11	12/01/11	done	handle out of memory error when allocating frame buffers	2.2.01.04
12/01/11	12/01/11	done	enable large address aware and verify memory usage up to 3GB	2.2.01.04
12/01/11	12/01/11	done	disable input popups for source plugins	2.2.01.04
12/01/11	12/01/11	done	in parameter view, plugin context menu's target is current plugin unless right-click is within tab control	2.2.01.04
12/15/11	12/15/11	done	playlist options dialog is superfluous	2.2.01.05
12/15/11	12/15/11	done	playlist period defaults to zero	2.2.01.05
12/15/11	12/15/11	done	playlist needs a save check	2.2.01.05
12/16/11	12/16/11	done	restore show state of tool dialogs	2.2.01.05
12/27/11	12/27/11	done	export creates nonstandard 32-bit bitmaps instead of 24-bit	2.2.02.00
12/27/11	12/27/11	done	export creates garbled bitmaps if engine color depth is 16-bit	2.2.02.00
12/27/11	12/27/11	done	continuous single stepping doesn’t update monitor bar	2.2.02.00
12/29/11	01/11/12	done	restarting engine causes loss of oscillator sync between plugins; rewind oscillators on engine stop	2.2.02.01
12/30/11	01/11/12	done	saving and reloading project causes loss of oscillator sync between plugins	2.2.02.01
12/31/11	01/11/12	done	sync oscillators and its corresponding undo cause loss of oscillator sync between plugins	2.2.02.01
01/05/12	01/11/12	done	sync oscillators while paused doesn't update current plugin's UI to show sync	2.2.02.01
01/10/12	01/11/12	done	initial pause frame is off by one; pause render thread before creating pause frame	2.2.02.01
01/10/12	01/11/12	done	in single step, monitor window doesn't match output window for first few frames	2.2.02.01
01/04/12	01/13/12	done	queue view doesn't show plugin times while paused	2.2.02.02
01/09/12	01/13/12	done	in load balance bar, move undo notification to a main frame handler	2.2.02.02
05/10/11	01/16/12	done	if no plugins, output window shows paint artifacts when resized or partially uncovered	2.2.02.02
01/16/12	01/16/12	done	if all plugins are deleted while paused, unpausing doesn't clear output window	2.2.02.02
01/16/12	01/16/12	done	if all plugins are deleted while running, output window is cleared but monitor window isn't	2.2.02.02
01/21/12	01/21/12	done	desktop flashes when a row view is updated; due to lock window update, introduced in 2.2.1.2	2.2.02.03
01/12/12	01/23/12	done	check for updates / automatic updates	2.2.02.04
02/19/12	03/17/12	done	stopping a recording stalls engine if last plugin has helper threads	2.2.03.00
02/19/12	03/17/12	done	fix debug radio button warnings in record dialog	2.2.03.00
04/19/10	03/26/12	done	bring back monitor source selection (lost in V2)	2.2.03.01
03/26/12	03/27/12	done	if edit control has focus, menus periodically pause message loop; V2 porting error, originally fixed 10/28/06	2.2.03.01
02/19/12	03/28/12	done	plugin input and monitor source popups don't show status hints; override GetMessageString	2.2.03.01
03/30/12	03/30/12	done	monitoring a plugin that can't render should clear the monitor window	2.2.03.01
03/30/12	03/30/12	done	disable buffer security checks (/GS-); smaller code and significant performance gain	2.2.03.01
07/14/11	04/06/12	done	long plugin names are clipped in patchbay rows; add column resizing	2.2.04.00
04/09/12	04/11/12	done	MIDI Setup view resizes incorrectly after selecting Plugin tab and another tab, overwriting droplist; see 4/10/12	2.2.04.00
04/10/12	04/11/12	done	MIDI Plugin page is always empty; introduced in 2.2.01.04, double negation in SetScrollPos special slot case	2.2.04.00
04/12/12	04/13/12	done	revert UI thread to default COM single-threaded apartment; keep engine threads in multithreaded apartment	2.2.04.01
04/13/12	04/13/12	done	if monitor source is deleted, engine tap Detach accesses deleted plugin's CanRender	2.2.04.01
04/24/12	04/24/12	done	resizing cursor persists unexpectedly over monitor window; window class must specify a cursor	2.2.04.02
04/25/12	04/24/12	done	single step doesn't update monitor window if source is non-default	2.2.04.02
04/27/12	04/27/12	done	if Queues view is visible, and a project with less plugins is opened while paused, resuming crashes	2.2.04.02
05/05/12	05/06/12	done	assigning multiple threads to a plugin can cause reentrance in freeframe plugin instance; crashes clip player	2.2.04.05
04/23/12	05/07/12	done	reloading slot doesn't attempt to preserve its non-default inputs, unlike V1 (see 1.3.01)	2.2.04.05
05/06/12	05/07/12	done	clip player's open by path doesn't reset seeking flag, potentially causing invalid seek and crash	2.2.04.05
05/09/12	05/10/12	done	if output window is maximized, entering and exiting full-screen twice leaves output window's frame unpainted	2.2.04.06
05/09/12	05/10/12	done	in set exclusive, only recreate surfaces once per mode switch	2.2.04.06
05/13/12	05/14/12	done	reselecting same monitor source needlessly generates undo notification	2.2.05.00
05/17/12	05/17/12	done	if plugin tab control is scrolled, loading a project with less plugins can cause missing tabs	2.2.05.00
05/17/12	05/17/12	done	plugin tab control should support scrolling while drag-reordering plugins	2.2.05.00
05/17/12	05/17/12	done	tab control should support scrolling via mouse wheel	2.2.05.00
05/21/12	05/21/12	done	if no project is loaded, starting job queue pauses for 5 seconds	2.2.06.00
05/21/12	05/21/12	done	if one or more plugins can't render, saving project pauses for 5 seconds	2.2.06.00
05/21/12	05/21/12	done	if a plugin with parameter modulation(s) is preceded by empty slot(s), saving project crashes	2.2.06.00
04/23/12	05/23/12	done	reloading monitored slot unmonitors it	2.2.07.00
05/04/12	05/23/12	done	undoing deletion of monitored plugin doesn't restore monitoring	2.2.07.00
05/25/12	05/29/12	done	in files bar, changing thumbnail size while view type isn't thumbnail causes blank thumbnails	2.2.07.00
05/29/12	05/31/12	done	eliminate engine tap's do-nothing worker thread	2.2.07.00
05/11/12	06/01/12	done	if monitor source is non-default, monitor bar can hoard a frame while hidden	2.2.07.00
05/11/12	06/01/12	done	changing monitor source while paused restarts engine, destroying feedback state	2.2.07.00
08/02/06		hold	allow oscillator frequencies to be expressed as fractions of tempo, as in Reason	
08/02/06		hold	dual-monitor mode should show monitor selection dialog if more than one secondary	
08/13/06		hold	option to render at lower priority; better to just use task mgr?	
08/20/06		hold	automation of master speed; fancy	
08/20/06		hold	print still frames; fancy	
08/20/06		hold	export can't increase res without re-instantiating plugins and losing state	
10/06/06		hold	playlist for video clips, with keyboard assignment and automation	
10/06/06		hold	add master luminance control; global plugin makes this less critical	
10/06/06		hold	fade from/to black during recording	
10/06/06		hold	allow wet/dry mix (alpha) for each plugin; requires MMX alpha blend	
10/13/06		hold	for source plugins, allow input to be blended with output, via raster operation	
10/14/06		hold	go to specific frame; how to set WhorldFF osc clocks? What about random?	
10/27/06		hold	Greg reports empty output window, XP SP2	
10/27/06		hold	group parameters and sync their automations in groups; metaparameter oscillators?	
10/27/06		hold	apply plugins to individual RGBA color channels	
10/29/06		hold	frequency/amplitude/pulse width modulation	
10/29/06		hold	add an oscilloscope window for viewing modulation; fancy	
10/31/06		hold	make project I/O token-based so it's extensible	
11/03/06		hold	add modulation amplitude and bias (DC) with MIDI support	
12/26/06		hold	patch bay and tabs should give hover/mouse-over feedback during drag (sh)	
12/26/06		hold	middle button should toggle bypass?	
12/27/06		hold	need way to match output view size to plugin frame size and/or aspect ratio (sh)	
12/30/06		hold	insert project into current project	
01/12/07		hold	associate MIDI settings with a plugin, so a plugin can load its own MIDI assignments	
01/27/07		hold	file browser should watch for changes, via FindFirstChangeNotification or ReadDirectoryChangesW 	
01/27/07		hold	F5 should refresh directory listing; no need if file browser supports file change notifications	
01/28/07		hold	support multi-input metaplugins; hard problem	
01/31/07		hold	undoing metaparam edit of mod freq doesn't restore modulated value	
01/31/07		hold	can't undo edit metaplugin properties	
02/09/07		hold	showing metaplugin's properties unpacks embedded plugins; loading DLL is what does it	
02/09/07		hold	reset frame counter on load project should be optional	
02/09/07		hold	command to manually reset frame counter	
05/01/07		hold	project name isn't visible in full-screen dual monitor mode; no caption bar	
06/18/07		hold	in file browser's plugins pane, item context menu should have import metaplugin item	
11/09/07		hold	toolbar's clipboard icons shouldn't update while app is modal; it's distracting	
11/13/07		hold	can't undo job control edits	
11/17/07		hold	loading a job list erases current jobs without warning	
12/08/07		hold	oscillator should support one-shot waveforms; useful for automating fades	
12/08/07		hold	MIDI control of monitor source; requires bumping version numbers of plugin info and project	
12/10/07		hold	very large MPEGs are slow to load and freeze UI while loading; warning message? (mb)	
01/01/08		hold	MIDI control should support damping	
01/09/08		hold	output MIDI when parameters with MIDI assignments are changed	
01/09/08		hold	output MIDI clocks, so MIDI sequencer can sync with FFRend; one clock per frame?	
01/09/08		hold	receive and sync to MIDI clocks or SMPT; keep frame rate very low to avoid overrun	
01/09/08		hold	in MIDI setup, range should consist of start and end, not just a multiplier	
04/19/10		hold	bring back global plugin (lost in V2)	
04/23/10		hold	if a plugin has no output, its thread doesn't run, so its oscillators don't run either	
04/24/10		hold	if multiple players exist, add Open With popup to Clips pane's context menu	
04/24/10		hold	bypassing source plugin can give unexpected results because routing doesn't change	
05/01/10		hold	showing main frame full-screen in dual monitor should be optional; useful for debugging	
05/04/10		hold	feedback stall cases, often sensitive to input ordering, e.g. firestorm solar, trivial stall	
05/05/10		hold	soloing a plugin doesn't ensure its output will be visible, because routing is unchanged	
05/11/10		hold	easy MIDI mode; one channel per plugin, assign controllers sequentially (jm)	
05/17/10		hold	clip player should show path if available; thumbnail would also be nice	
05/23/10		hold	monitor window's StretchBlt can block render, even in dual-monitor Exclusive; noticeable in high HD	
06/01/10		hold	video properties doesn't work for MPEGs	
06/25/10		hold	engine stall message should include staller name; but is it useful information?	
03/02/11		hold	recording to XviD crashes in Win7	
03/04/11		hold	file browser should optionally include a folder tree, using a splitter; COM hell	
03/04/11		hold	file browser's parent folder list item scrolls; button on title bar would be more convenient	
03/04/11		hold	port clip player to DirectShow, allowing MPEG without AviSynth	
03/30/11		hold	in history view, plugin names shouldn't scroll when paused; show them on a border and shrink view?	
04/29/11		hold	graph view's mixer symbol (triangle) is excessively wide for long plugin names	
04/29/11		hold	add Open in New Player to Clips pane's context menu	
04/29/11		hold	standardize graph symbols	
05/05/11		hold	edit modulation range shortcut keys don't work and aren't on edit menu either (V2)	
05/07/11		hold	triangle/sine modulations that were decreasing when project was saved are increasing when it's opened	
05/07/11		hold	for triangle/sine modulations, editing value or mod enable/frequency resets direction; same for undo	
05/17/11		hold	multiple monitor windows would be useful for previewing sources, esp. clip players	
06/06/11		hold	folder dialog allows selection of virtual folders (e.g. My Computer) but returns false	
06/09/11		hold	file browser doesn't handle device changes e.g. adding or removing thumb drive; WM_DEVICECHANGE	
06/09/11		hold	file browser doesn't show or resolve links (shortcuts) to files/folders	
06/25/11		hold	dropping plugin(s) onto view should append instead of inserting (debatable)	
07/13/11		hold	add recent folders popup to files bar context menu	
07/18/11		hold	in 32-bit color mode, clip player outputs 255 in alpha channel for certain clips (e.g. kissing girls)	
07/19/11		hold	in file browser context menu, view type should be a popup	
11/25/11		hold	undo should restore scroll positions, or at least ensure undone parameter edits are visible	
12/29/11		hold	in file browser, optionally pack thumbnails tightly; arrow keys only access first two columns if horz spacing < 16	
12/31/11		hold	changing master speed sometimes causes slight loss of oscillator sync between plugins	
01/04/12		hold	in queue view, mixer plugins added while paused/stopped have incorrect height until engine restarts	
01/14/12		hold	context-sensitive help	
03/28/12		hold	if monitor source is non-default, resizing monitor window while paused paints incorrectly	
04/24/12		hold	during continuous single stepping, output monitor occasionally shows frame already reused by plugin	
05/08/12		hold	control key should modify plugin drag/drop to load instead of insert	
05/08/12		hold	number of recently used plugins should be an option; same for projects	
05/09/12		hold	Win7 only: exiting full-screen may fail to fully repaint main window, esp. if it overlaps output window	
05/09/12		hold	Win7 only: output window doesn't update on secondary monitor if Aero theme is disabled	
05/11/12		hold	include monitor source(s) in project	
05/11/12		hold	monitor and preview bars should optionally include source name captions	
05/23/12		hold	advanced engine option to set feedback priming	
05/24/12		hold	increasing renderer's priority may reduce output jitter	
05/29/12		hold	monitor window's StretchBlt can degrade UI responsiveness, especially at high res with smoothing	
05/29/12		hold	monitoring should be driven by same timer as output, i.e. renderer's frame timer, to avoid time aliasing	
05/30/12		hold	if slot change makes monitored plugin unable to render, monitor window isn't cleared	
06/01/07		punt	M-Audio Uno drops input MIDI running status messages in XP; latest driver doesn't help	
09/10/07		punt	replace memcpy with MMX block prefetch; irrelevant in V2	
11/19/07		punt	AviSynth works in XP but not in W2K; blit to plugin frame fails	
01/01/08		punt	if metaparam and its target differ, undoing metaparam change fails to restore target; can't reproduce this	
03/31/10		punt	stall log; stall info no longer available in release	
03/31/10		punt	frame counter lacks resolution at low frame rates	
04/19/10		punt	cache recently used plugins	
04/24/10		punt	show free queue count in status bar	
04/27/10		punt	in cooperative mode, dragging control bar freezes output; CDockContext::InitLoop locks desktop window	
05/03/10		punt	rename command on edit menu; not needed	
05/03/10		punt	if window has both scroll bars, non-client area between them is erased incorrectly; known bug in XP controls	
05/04/10		punt	metaparam context menu doesn't show hints in status bar	
05/07/10		punt	if clip player in project specifies non-zero clip, needless open occurs, or two opens if bank is also non-zero	
05/07/10		punt	check for presence of clip player on startup	
05/17/10		punt	if recording to XviD and encoding status dialog is enabled, pause or stop stalls engine	
05/20/10		punt	Pete's plugins overrun frame buffer in 24-bit mode	
05/20/10		punt	if engine color depth doesn't match display device, output window shows garbage or doesn't paint; warn user	
05/31/10		punt	if clip is opened via path, and then changed via bank/clip parameters, undo gives unexpected results	
08/28/10		punt	slider positions don't indicate currently displayed frame due to latency; especially noticeable in single step	
08/29/10		punt	oscillators accumulate floating-point error; making clock an integer could cause subtle behavior changes	
03/04/11		punt	extending desktop onto second monitor while app is running causes bad behavior	
04/03/11		punt	frame queue size of zero (peek) would reduce memory usage but probably less efficient too	
05/07/11		punt	if entire undo history is undone, selecting a plugin clears history; select counts as an edit	
05/11/11		punt	PlayerFF leaks 44K even if no clips loaded and regardless of frame size; SetSurfaceDesc-related?	
11/24/11		punt	histogram in monitor window	
04/08/12		punt	if view is scrolled far right and has a vertical scroll bar, restored horizontal scroll position is off by one pixel	
04/10/12		punt	MIDI Setup special page scroll positions aren't reset on opening new document	
04/23/12		punt	if app closes before update check's worker thread exits, CWinThread leaks; scary in debug but harmless	
05/03/12		punt	if resizing app forces control bar to resize, bar's contents clip instead of resizing; stock behavior	
05/05/12		punt	open clip by path doesn't work if clip player is assigned multiple threads	
05/23/12		punt	advanced engine option to yield to user interface; no need since input events cause dynamic priority boost	
